Townships,Commodity,Year,Month,Arrivals_in_ton,Min_price($),Max_price($),Modal_price($),Date,County_name,State_name
Decatur,Hogs,2016,August,36.817154,13.26666667,23.04,19.46666667,2016-08,Decatur,Iowa
Whatson,Corn,2014,December,1.543234,32,32.53333333,32.26666667,2014-12,Monroe,Iowa
Whatson,Corn,2015,December,13.448182,18.66666667,31.2,27,2015-12,Monroe,Iowa
Whatson,Dairy Products,2014,December,48.170947,19.44,25.28,22.33333333,2014-12,Monroe,Iowa
Whatson,Dairy Products,2015,December,23.920127,20.46666667,30.53333333,27.2,2015-12,Monroe,Iowa
Troy,Broilers,2016,February,4.960395,20,21.13333333,20.56,2016-02,Monroe,Iowa
Greeley,Broilers,2015,July,389.225661,19.96,21.06666667,20.56,2015-07,Shelby,Iowa
Whittier,Oats,2014,December,0.110231,45.33333333,45.33333333,45.33333333,2014-12,Monroe,Iowa
Whittier,Oats,2015,December,2.094389,96.84,101.1733333,99,2015-12,Monroe,Iowa
Whittier,Soybeans,2014,December,0.881848,41.33333333,41.33333333,41.33333333,2014-12,Monroe,Iowa
Whittier,Soybeans,2015,December,1.763696,40,40,40,2015-12,Monroe,Iowa
Greeley,Broilers,2015,November,289.246144,19.74666667,20.84,20.56,2015-11,Shelby,Iowa
Troy,Broilers,2015,December,15.43234,19.93333333,21.22666667,20.57333333,2015-12,Monroe,Iowa
Bluff Creek,Oats,2016,February,51.80857,73.52,96.26666667,92.85333333,2016-02,Monroe,Iowa
Bluff Creek,Soybeans,2015,February,7.826401,33.33333333,42.01333333,41.66666667,2015-02,Monroe,Iowa
Bluff Creek,Soybeans,2016,February,58.973585,40.26666667,48.17333333,47.45333333,2016-02,Monroe,Iowa
Bluff Creek,Corn,2015,February,169.75574,6.666666667,23.17333333,17,2015-02,Monroe,Iowa
Bluff Creek,Corn,2016,February,272.160339,2.573333333,14.92,10.76,2016-02,Monroe,Iowa
Fox,Broilers,2016,July,2.094389,19.84,21.14666667,20.58666667,2016-07,Black Hawk,Iowa
Antonia,Oats,2016,February,13.22772,89.33333333,95.89333333,93.33333333,2016-02,Monroe,Iowa
Liberty,Broilers,2016,July,4.299009,20.44,20.89333333,20.6,2016-07,Jefferson,Iowa
Albia,Oats,2016,February,1.653465,92.84,92.84,92.84,2016-02,Monroe,Iowa
Albia,Soybeans,2016,February,0.440924,45.33333333,45.33333333,45.33333333,2016-02,Monroe,Iowa
Albia,Corn,2015,February,67.020448,4.92,21.74666667,16.65333333,2015-02,Monroe,Iowa
Albia,Corn,2016,February,32.187452,2,14.44,8.173333333,2016-02,Monroe,Iowa
Greeley,Broilers,2015,October,262.790704,19.37333333,21.09333333,20.61333333,2015-10,Shelby,Iowa
Darwin,Broilers,2014,September,2.094389,20.61333333,20.76,20.62666667,2014-09,Adams,Iowa
Moravia,Chicken Eggs,2016,February,10.361714,20.66666667,21.41333333,21.26666667,2016-02,Monroe,Iowa
Moravia,Oats,2016,February,7.826401,76.33333333,91.84,85.77333333,2016-02,Monroe,Iowa
Moravia,Soybeans,2016,February,1.543234,44.44,44.89333333,44.89333333,2016-02,Monroe,Iowa
Otter,Hogs,2015,December,379.415102,15.76,22.98666667,19.49333333,2015-12,Warren,Iowa
Carlton,Hogs,2015,December,79.917475,13.12,19.50666667,19.50666667,2015-12,Tama,Iowa
Lovilia,Corn,2015,February,1117.301416,10,22,16.84,2015-02,Monroe,Iowa
Lovilia,Corn,2016,February,1747.712505,7.426666667,16.22666667,14.28,2016-02,Monroe,Iowa
Quincy,Hogs,2016,May,136.355747,17.52,21.81333333,19.52,2016-05,Adams,Iowa
Melrose,Corn,2015,February,15807.45609,16.17333333,23.56,19.94666667,2015-02,Monroe,Iowa
Melrose,Corn,2016,February,12884.79136,8.933333333,17.41333333,14.6,2016-02,Monroe,Iowa
Jackson,Turkeys,2016,February,23011.82356,1.346666667,7.346666667,7,2016-02,Monroe,Iowa
Jackson,Dairy Products,2015,February,2806.040336,28.33333333,41.38666667,34.85333333,2015-02,Monroe,Iowa
Jackson,Dairy Products,2016,February,10223.3741,1.84,2.666666667,2.373333333,2016-02,Monroe,Iowa
Carl,Hogs,2016,July,251.657373,14.89333333,23.77333333,19.53333333,2016-07,Adams,Iowa
Quincy,Hogs,2016,September,104.71945,17.73333333,21.46666667,19.53333333,2016-09,Adams,Iowa
Mantua,Corn,2015,February,4704.548849,17.84,24.66666667,21.33333333,2015-02,Monroe,Iowa
Mantua,Corn,2016,February,1750.137587,9.866666667,14.73333333,13.66666667,2016-02,Monroe,Iowa
Pleasant,Turkeys,2015,February,0.330693,5.333333333,5.333333333,5.333333333,2015-02,Monroe,Iowa
Pleasant,Turkeys,2016,February,198.4158,2.013333333,3.4,3.4,2016-02,Monroe,Iowa
Union,Hogs,2016,September,20226.83735,12.4,22.32,19.53333333,2016-09,Monroe,Iowa
Avery,Corn,2016,February,14409.17586,7.173333333,16.58666667,11.58666667,2016-02,Monroe,Iowa
Avery,Dairy Products,2016,February,357.699595,8.893333333,15.72,12.30666667,2016-02,Monroe,Iowa
Carlton,Hogs,2016,October,76.941238,14.94666667,22.6,19.57333333,2016-10,Tama,Iowa
Tyrone,Corn,2016,February,3486.826992,5.666666667,14.45333333,10.81333333,2016-02,Monroe,Iowa
Tyrone,Turkeys,2015,February,60612.49951,2.933333333,17.25333333,10.09333333,2015-02,Monroe,Iowa
Tyrone,Turkeys,2016,February,16012.37552,2.68,12.61333333,8.466666667,2016-02,Monroe,Iowa
Tyrone,Hay,2015,February,69027.86474,2.96,11.24,7.093333333,2015-02,Monroe,Iowa
Tyrone,Hay,2016,February,24762.29184,2.013333333,6.973333333,4.666666667,2016-02,Monroe,Iowa
Cedar,Broilers,2016,September,81.350478,19.68,20.92,20.62666667,2016-09,Jefferson,Iowa
Buxton,Chicken Eggs,2015,February,13.778875,37.33333333,48,42.66666667,2015-02,Monroe,Iowa
Scott,Broilers,2015,November,4.519471,20.62666667,21,20.62666667,2015-11,Madison,Iowa
Troy,Chicken Eggs,2016,February,33.840917,37,48.37333333,42.85333333,2016-02,Monroe,Iowa
Troy,Oats,2016,February,1.10231,84,93.33333333,88,2016-02,Monroe,Iowa
Moravia,Broilers,2015,September,15.983495,19.16,21.88,20.62666667,2015-09,Monroe,Iowa
Union,Chicken Eggs,2015,February,2709.367749,61.52,75.6,68.65333333,2015-02,Monroe,Iowa
Union,Chicken Eggs,2016,February,3929.624919,58.14666667,75.44,69.41333333,2016-02,Monroe,Iowa
Avery,Hogs,2016,May,1021.84137,18.17333333,21,19.58666667,2016-05,Monroe,Iowa
Allen,Hogs,2015,June,388.894968,16.89333333,22.37333333,19.62666667,2015-06,Warren,Iowa
Union,Corn,2015,February,63647.93056,9.2,22.02666667,15.62666667,2015-02,Monroe,Iowa
Union,Corn,2016,February,47090.46274,6.146666667,14.76,12.02666667,2016-02,Monroe,Iowa
Union,Dairy Products,2015,February,3295.245514,10.26666667,23.66666667,16.97333333,2015-02,Monroe,Iowa
Union,Dairy Products,2016,February,4988.173212,5.386666667,12.93333333,10.26666667,2016-02,Monroe,Iowa
Urbana,Corn,2015,February,9.479866,4.16,17.45333333,5.093333333,2015-02,Monroe,Iowa
Urbana,Corn,2016,February,0.551155,0,12,0,2016-02,Monroe,Iowa
Urbana,Turkeys,2015,February,146.60723,8.466666667,25.41333333,16.82666667,2015-02,Monroe,Iowa
Urbana,Turkeys,2016,February,15.211878,6,14,10,2016-02,Monroe,Iowa
Urbana,Hay,2015,February,150.134622,6.586666667,18.58666667,12.58666667,2015-02,Monroe,Iowa
Urbana,Hay,2016,February,19.290425,6,12,9,2016-02,Monroe,Iowa
Urbana,Dairy Products,2015,February,270.286412,13.45333333,26.06666667,19.76,2015-02,Monroe,Iowa
Urbana,Dairy Products,2016,February,31.636297,12,17.33333333,14.66666667,2016-02,Monroe,Iowa
Whatson,Chicken Eggs,2016,February,121.364331,52,61.33333333,58,2016-02,Monroe,Iowa
Franklin,Hogs,2016,July,575.956975,15.42666667,23.61333333,19.65333333,2016-07,Decatur,Iowa
Decatur,Hogs,2016,July,8.598018,15.50666667,24.50666667,19.66666667,2016-07,Decatur,Iowa
Whatson,Corn,2015,February,8.157094,15,18.56,16.77333333,2015-02,Monroe,Iowa
Whatson,Corn,2016,February,17.526729,9.12,11.74666667,10.85333333,2016-02,Monroe,Iowa
Whatson,Dairy Products,2015,February,28.880522,19.84,24.33333333,22.08,2015-02,Monroe,Iowa
Whatson,Dairy Products,2016,February,49.163026,10,13.33333333,12.17333333,2016-02,Monroe,Iowa
Greeley,Broilers,2015,December,287.041524,20,20.85333333,20.62666667,2015-12,Shelby,Iowa
Jasper,Broilers,2016,August,1.543234,19.48,21.41333333,20.64,2016-08,Adams,Iowa
Whittier,Oats,2015,February,1.322772,58.8,58.8,58.8,2015-02,Monroe,Iowa
Whittier,Oats,2016,February,2.645544,84.44,85.86666667,85.33333333,2016-02,Monroe,Iowa
Whittier,Soybeans,2015,February,0.440924,40,40,40,2015-02,Monroe,Iowa
Whittier,Soybeans,2016,February,1.10231,40.66666667,40.66666667,40.66666667,2016-02,Monroe,Iowa
Poland,Broilers,2016,June,73.744539,16.56,20.81333333,20.64,2016-06,Buena Vista,Iowa
Brooke,Broilers,2016,August,427.69628,19.10666667,22.14666667,20.65333333,2016-08,Buena Vista,Iowa
Bluff Creek,Oats,2015,January,4.739933,54.66666667,61,57.33333333,2015-01,Monroe,Iowa
Bluff Creek,Oats,2016,January,17.526729,96.66666667,110,99.33333333,2016-01,Monroe,Iowa
Bluff Creek,Soybeans,2015,January,7.054784,41,43,42.33333333,2015-01,Monroe,Iowa
Bluff Creek,Soybeans,2016,January,44.974248,38.93333333,49.04,47.41333333,2016-01,Monroe,Iowa
Bluff Creek,Corn,2015,January,94.79866,4.44,23.56,14.44,2015-01,Monroe,Iowa
Bluff Creek,Corn,2016,January,127.86796,4.333333333,28.18666667,18.84,2016-01,Monroe,Iowa
Cedar,Chicken Eggs,2016,January,141.09568,47.10666667,55.10666667,52,2016-01,Monroe,Iowa
Antonia,Broilers,2016,January,32.297683,19.89333333,20.98666667,20.65333333,2016-01,Monroe,Iowa
Greeley,Broilers,2016,May,29.76237,19.96,21.01333333,20.65333333,2016-05,Shelby,Iowa
Antonia,Oats,2016,January,9.590097,82.13333333,96.78666667,95.50666667,2016-01,Monroe,Iowa
Buckingham,Broilers,2015,November,1.322772,20,21.33333333,20.66666667,2015-11,Tama,Iowa
Albia,Chicken Eggs,2016,January,0.110231,15,15,15,2016-01,Monroe,Iowa
Albia,Oats,2016,January,8.81848,99.56,105.3333333,102.0933333,2016-01,Monroe,Iowa
Albia,Soybeans,2016,January,1.212541,44.45333333,44.45333333,44.45333333,2016-01,Monroe,Iowa
Albia,Corn,2015,January,86.531335,1.946666667,18.64,12.64,2015-01,Monroe,Iowa
Albia,Corn,2016,January,65.918138,1.36,16.84,9.36,2016-01,Monroe,Iowa
Lenox,Broilers,2016,August,1.322772,20.66666667,20.66666667,20.66666667,2016-08,Adams,Iowa
Eddyville,Oats,2016,January,0.110231,116,116,116,2016-01,Monroe,Iowa
Center,Broilers,2016,January,9.810559,19.74666667,21.53333333,20.66666667,2016-01,Allamakee,Iowa
Long Creek,Broilers,2016,September,3.968316,20.66666667,22,20.66666667,2016-09,Decatur,Iowa
Moravia,Chicken Eggs,2015,January,5.621781,19,19.50666667,19.33333333,2015-01,Monroe,Iowa
Moravia,Chicken Eggs,2016,January,19.731349,20.49333333,21.56,21.33333333,2016-01,Monroe,Iowa
Moravia,Oats,2015,January,0.661386,45.33333333,57.48,56.68,2015-01,Monroe,Iowa
Moravia,Oats,2016,January,25.35313,83.46666667,104.0533333,96.29333333,2016-01,Monroe,Iowa
Moravia,Soybeans,2016,January,0.330693,33.78666667,33.78666667,33.78666667,2016-01,Monroe,Iowa
Union,Hogs,2016,April,16536.74439,15,23.33333333,19.66666667,2016-04,Monroe,Iowa
Union,Hogs,2016,May,102.735292,17.93333333,21.45333333,19.69333333,2016-05,Adams,Iowa
Lovilia,Corn,2015,January,165.677193,9.386666667,18.57333333,14.09333333,2015-01,Monroe,Iowa
Lovilia,Corn,2016,January,1174.070381,10.37333333,21.72,16.58666667,2016-01,Monroe,Iowa
Carlton,Hogs,2016,April,60.957743,15.10666667,19.70666667,19.70666667,2016-04,Tama,Iowa
Melrose,Corn,2015,January,12085.83707,15.38666667,23.8,19.74666667,2015-01,Monroe,Iowa
Jackson,Dairy Products,2015,January,2055.256995,30.74666667,46.88,39.22666667,2015-01,Monroe,Iowa
Allen,Hogs,2015,February,20.833659,15.6,25.06666667,19.73333333,2015-02,Warren,Iowa
Mantua,Corn,2015,January,4303.41824,17.56,23.41333333,20.66666667,2015-01,Monroe,Iowa
Monroe,Turkeys,2015,January,1102.31,0.68,6.68,5.346666667,2015-01,Monroe,Iowa
Pleasant,Dairy Products,2015,January,0.992079,18.97333333,18.97333333,18.97333333,2015-01,Monroe,Iowa
Pleasant,Dairy Products,2016,January,0.330693,10,10.66666667,10.66666667,2016-01,Monroe,Iowa
Calhoun,Hogs,2016,May,12093.44301,16.18666667,22.90666667,19.76,2016-05,Harrison,Iowa
Avery,Corn,2016,January,9230.192785,11.48,21.66666667,17.70666667,2016-01,Monroe,Iowa
Avery,Dairy Products,2016,January,146.056075,18.37333333,24.64,21.48,2016-01,Monroe,Iowa
Otter,Hogs,2016,October,377.651406,17.12,21.50666667,19.78666667,2016-10,Warren,Iowa
Tyrone,Corn,2016,January,1077.067101,11.56,22.26666667,16.50666667,2016-01,Monroe,Iowa
Tyrone,Turkeys,2015,January,109138.1699,6.08,8.346666667,4.946666667,2015-01,Monroe,Iowa
Tyrone,Turkeys,2016,January,55919.41468,12.32,37.66666667,25.53333333,2016-01,Monroe,Iowa
Tyrone,Hay,2015,January,155486.8882,1.946666667,7.773333333,4.853333333,2015-01,Monroe,Iowa
Tyrone,Hay,2016,January,119466.1532,6.173333333,22.38666667,14.53333333,2016-01,Monroe,Iowa
Taylor,Broilers,2014,November,4.40924,20,21.33333333,20.66666667,2014-11,Fremont,Iowa
Buxton,Chicken Eggs,2015,January,13.22772,37.33333333,48,42.66666667,2015-01,Monroe,Iowa
Taylor,Broilers,2015,November,15.763033,20,21.33333333,20.66666667,2015-11,Fremont,Iowa
Troy,Chicken Eggs,2016,January,38.250157,37.78666667,48.12,42.94666667,2016-01,Monroe,Iowa
Troy,Oats,2016,January,2.094389,84,93.66666667,88.84,2016-01,Monroe,Iowa
Troy,Soybeans,2016,January,0.661386,42,44,43,2016-01,Monroe,Iowa
Cedar,Broilers,2016,June,81.019785,19.44,20.93333333,20.66666667,2016-06,Jefferson,Iowa
Silver Creek,Broilers,2016,June,0.220462,20.66666667,20.66666667,20.66666667,2016-06,Mills,Iowa
Union,Chicken Eggs,2015,January,2949.120174,58.89333333,73.48,66.24,2015-01,Monroe,Iowa
Union,Chicken Eggs,2016,January,1667.684799,58.85333333,75.24,70.16,2016-01,Monroe,Iowa
Jefferson,Hogs,2016,September,1985.921696,16.64,23.01333333,19.81333333,2016-09,Shelby,Iowa
Gildden,Hogs,2015,January,1165.031439,14.22666667,24.8,19.90666667,2015-01,Carroll,Iowa
Union,Corn,2015,January,44164.60131,9.2,22.26666667,15.73333333,2015-01,Monroe,Iowa
Union,Corn,2016,January,36097.56603,8.053333333,23.05333333,20.05333333,2016-01,Monroe,Iowa
Union,Dairy Products,2015,January,2630.221891,11.53333333,30.06666667,20.8,2015-01,Monroe,Iowa
Union,Dairy Products,2016,January,4794.166652,8.893333333,23.05333333,19.66666667,2016-01,Monroe,Iowa
Urbana,Corn,2015,January,1.984158,4.226666667,17.33333333,5.333333333,2015-01,Monroe,Iowa
Urbana,Turkeys,2015,January,156.968944,4,14.74666667,9.373333333,2015-01,Monroe,Iowa
Urbana,Hay,2015,January,145.174227,5.506666667,15.25333333,10.37333333,2015-01,Monroe,Iowa
Urbana,Dairy Products,2015,January,211.753751,15.18666667,34.81333333,25,2015-01,Monroe,Iowa
Whatson,Chicken Eggs,2016,January,876.446681,50.61333333,66.05333333,61.38666667,2016-01,Monroe,Iowa
Darwin,Hogs,2016,July,174.16498,17.8,22.2,19.96,2016-07,Adams,Iowa
Liberty,Hogs,2014,December,20.172273,20,20,20,2014-12,Warren,Iowa
Whatson,Corn,2015,January,2.314851,21.33333333,21.6,21.46666667,2015-01,Monroe,Iowa
Whatson,Corn,2016,January,0.881848,17.6,17.6,17.6,2016-01,Monroe,Iowa
Whatson,Dairy Products,2015,January,28.770291,22.85333333,28.94666667,25.90666667,2015-01,Monroe,Iowa
Whatson,Dairy Products,2016,January,21.495045,20.62666667,27.72,25.25333333,2016-01,Monroe,Iowa
Buxton,Broilers,2015,September,0.551155,20,21.33333333,20.66666667,2015-09,Monroe,Iowa
Reading,Broilers,2015,August,14.33003,19.41333333,20.04,20.66666667,2015-08,Sioux,Iowa
Whittier,Oats,2015,January,1.433003,52.85333333,53.42666667,53.42666667,2015-01,Monroe,Iowa
Whittier,Oats,2016,January,5.180857,88.32,92.21333333,91.29333333,2016-01,Monroe,Iowa
Whittier,Soybeans,2016,January,0.661386,42.86666667,42.86666667,42.86666667,2016-01,Monroe,Iowa
Carlton,Broilers,2015,September,7.826401,20.68,20.68,20.68,2015-09,Tama,Iowa
Lenox,Broilers,2016,June,4.299009,20.68,20.68,20.68,2016-06,Adams,Iowa
Bluff Creek,Oats,2016,July,0.771617,88.14666667,100.6933333,94.66666667,2016-07,Monroe,Iowa
Bluff Creek,Corn,2015,July,178.133296,9.56,31.08,26,2015-07,Monroe,Iowa
Cedar Valley,Broilers,2016,June,307.103566,19.53333333,21.08,20.69333333,2016-06,Cedar,Iowa
Plato,Broilers,2016,June,86.531335,19.84,21.57333333,20.69333333,2016-06,Cedar,Iowa
Hamilton,Broilers,2016,July,5.51155,18.93333333,21.58666667,20.69333333,2016-07,Decatur,Iowa
Albia,Oats,2015,July,0.220462,41.33333333,44,42.66666667,2015-07,Monroe,Iowa
Albia,Corn,2015,July,13.22772,16.81333333,29.17333333,26.16,2015-07,Monroe,Iowa
Albia,Corn,2016,July,88.515493,1.48,12.48,6.253333333,2016-07,Monroe,Iowa
Eden,Broilers,2016,September,10.031021,18.41333333,21.69333333,20.70666667,2016-09,Benton,Iowa
Grand River,Broilers,2016,October,10.802638,19.69333333,21.46666667,20.70666667,2016-10,Madison,Iowa
Moravia,Chicken Eggs,2016,July,23.589434,23.26666667,23.74666667,23.61333333,2016-07,Monroe,Iowa
Moravia,Oats,2016,July,0.110231,66.66666667,66.66666667,66.66666667,2016-07,Monroe,Iowa
Allen,Hogs,2014,October,8.928711,13.33333333,26.66666667,20,2014-10,Warren,Iowa
Lovilia,Corn,2015,July,4873.532972,18,35.08,28.50666667,2015-07,Monroe,Iowa
Lovilia,Corn,2016,July,6263.545882,7.666666667,13.8,13,2016-07,Monroe,Iowa
Melrose,Corn,2015,July,7729.39772,31.10666667,47.77333333,39.10666667,2015-07,Monroe,Iowa
Melrose,Corn,2016,July,5974.299738,6.56,14.57333333,12.61333333,2016-07,Monroe,Iowa
Jackson,Turkeys,2016,July,1042.78526,4.013333333,26.68,24,2016-07,Monroe,Iowa
Jackson,Dairy Products,2015,July,7716.17,2.666666667,4.666666667,4,2015-07,Monroe,Iowa
Jackson,Dairy Products,2016,July,10954.42609,23.77333333,40.85333333,37.64,2016-07,Monroe,Iowa
Mantua,Corn,2015,July,900.256577,36,43.33333333,40,2015-07,Monroe,Iowa
Mantua,Corn,2016,July,6464.607226,7.52,13.52,12.48,2016-07,Monroe,Iowa
Mantua,Hogs,2016,April,4.299009,16,22,20,2016-04,Monroe,Iowa
Avery,Corn,2016,July,643.859271,7.626666667,12.29333333,9.92,2016-07,Monroe,Iowa
Avery,Turkeys,2016,July,462.9702,6.666666667,16,13.33333333,2016-07,Monroe,Iowa
Avery,Dairy Products,2016,July,385.036883,35.56,47.06666667,41.53333333,2016-07,Monroe,Iowa
Tyrone,Corn,2015,July,1134.717914,15.50666667,26.66666667,20.25333333,2015-07,Monroe,Iowa
Tyrone,Corn,2016,July,7404.21627,7.293333333,12.88,9.653333333,2016-07,Monroe,Iowa
Tyrone,Turkeys,2015,July,74449.02532,4.253333333,23.62666667,12.90666667,2015-07,Monroe,Iowa
Tyrone,Hay,2015,July,51841.30861,7.746666667,22.62666667,13.61333333,2015-07,Monroe,Iowa
Tyrone,Dairy Products,2016,July,0.440924,4,12,7.6,2016-07,Monroe,Iowa
Eddyville,Broilers,2016,May,89.066648,20.41333333,20.88,20.70666667,2016-05,Monroe,Iowa
Buxton,Chicken Eggs,2015,July,2.976237,33.33333333,42.66666667,38,2015-07,Monroe,Iowa
Black Hawk,Broilers,2016,June,1.984158,20.72,20.72,20.72,2016-06,Black Hawk,Iowa
Troy,Chicken Eggs,2016,July,3.196699,37.50666667,45.17333333,41.33333333,2016-07,Monroe,Iowa
Troy,Oats,2016,July,0.110231,80,80,80,2016-07,Monroe,Iowa
Troy,Soybeans,2016,July,0.220462,44,44,44,2016-07,Monroe,Iowa
Moravia,Broilers,2016,May,137.127364,19.89333333,21.13333333,20.72,2016-05,Monroe,Iowa
Perry,Broilers,2015,December,25.132668,19.92,21.32,20.72,2015-12,Tama,Iowa
Union,Chicken Eggs,2015,July,2507.314326,59.29333333,72.82666667,67.72,2015-07,Monroe,Iowa
Union,Chicken Eggs,2016,July,2716.532764,60.69333333,76.13333333,71.58666667,2016-07,Monroe,Iowa
Whatson,Hogs,2016,July,2.866006,18.66666667,21.33333333,20,2016-07,Monroe,Iowa
Tyrone,Hogs,2014,November,9.590097,6.666666667,33.33333333,20,2014-11,Monroe,Iowa
Union,Corn,2015,July,25739.59989,13.53333333,33.74666667,32,2015-07,Monroe,Iowa
Union,Corn,2016,July,24662.75325,7.2,14.56,12.61333333,2016-07,Monroe,Iowa
Union,Dairy Products,2015,July,4025.305427,8.746666667,21.92,18.96,2015-07,Monroe,Iowa
Union,Dairy Products,2016,July,3649.197255,16.42666667,43.57333333,37.6,2016-07,Monroe,Iowa
Urbana,Corn,2015,July,0.110231,0,22.66666667,0,2015-07,Monroe,Iowa
Urbana,Corn,2016,July,12.12541,8,12.92,9.026666667,2016-07,Monroe,Iowa
Urbana,Turkeys,2015,July,127.096343,9.453333333,23.26666667,18.36,2015-07,Monroe,Iowa
Urbana,Turkeys,2016,July,274.916114,8.893333333,24.84,16.49333333,2016-07,Monroe,Iowa
Urbana,Hay,2015,July,115.852781,12.36,33.45333333,25.26666667,2015-07,Monroe,Iowa
Urbana,Hay,2016,July,277.671889,12,33.48,22.66666667,2016-07,Monroe,Iowa
Urbana,Dairy Products,2015,July,271.388722,12.56,25.44,20.69333333,2015-07,Monroe,Iowa
Urbana,Dairy Products,2016,July,212.635599,26.42666667,47.85333333,35.36,2016-07,Monroe,Iowa
Benton,Hogs,2016,June,1467.395072,18.61333333,21.53333333,20.06666667,2016-06,Benton,Iowa
Wayne,Corn,2016,July,183.644846,6.373333333,12.8,9.52,2016-07,Monroe,Iowa
Wayne,Hay,2016,July,401.24084,0.2,0.266666667,0.226666667,2016-07,Monroe,Iowa
Wayne,Dairy Products,2016,July,208.557052,30.62666667,50.66666667,40.64,2016-07,Monroe,Iowa
Liberty,Hogs,2016,September,131.505583,19.93333333,20.28,20.08,2016-09,Warren,Iowa
Whatson,Corn,2015,July,31.415835,25.4,30.6,28.72,2015-07,Monroe,Iowa
Whatson,Corn,2016,July,27.116826,10.02666667,12.92,11.78666667,2016-07,Monroe,Iowa
Whatson,Turkeys,2016,July,358.25075,4.36,8.04,6.813333333,2016-07,Monroe,Iowa
Whatson,Dairy Products,2015,July,42.108242,12.81333333,23.18666667,19.64,2015-07,Monroe,Iowa
Whatson,Dairy Products,2016,July,24.691744,34.34666667,53.10666667,46.56,2016-07,Monroe,Iowa
Geneseo,Broilers,2015,September,0.330693,20.73333333,20.73333333,20.73333333,2015-09,Tama,Iowa
Downey,Broilers,2016,August,0.330693,20.66666667,20.81333333,20.73333333,2016-08,Cedar,Iowa
Whittier,Oats,2016,July,0.110231,97.33333333,97.33333333,97.33333333,2016-07,Monroe,Iowa
Whittier,Soybeans,2015,July,0.440924,37.33333333,37.33333333,37.33333333,2015-07,Monroe,Iowa
Whittier,Soybeans,2016,July,0.771617,43.56,43.56,43.56,2016-07,Monroe,Iowa
Bluff Creek,Broilers,2015,August,53.351804,18.86666667,21.94666667,20.74666667,2015-08,Monroe,Iowa
Howard,Broilers,2016,May,5.732012,20.76,20.76,20.76,2016-05,Tama,Iowa
Bluff Creek,Oats,2016,June,2.645544,85.73333333,97.86666667,91.22666667,2016-06,Monroe,Iowa
Bluff Creek,Soybeans,2015,June,18.188115,42.64,46.78666667,45.96,2015-06,Monroe,Iowa
Bluff Creek,Soybeans,2016,June,0.661386,42,44.66666667,42.66666667,2016-06,Monroe,Iowa
Bluff Creek,Corn,2015,June,188.715472,8.44,30.18666667,24.44,2015-06,Monroe,Iowa
Bluff Creek,Corn,2016,June,315.701584,2.666666667,11.8,8.346666667,2016-06,Monroe,Iowa
Oneida,Broilers,2015,November,31.526066,20.02666667,21.88,20.76,2015-11,Tama,Iowa
Liberty,Broilers,2016,September,29.321446,20.30666667,21.84,20.76,2016-09,Dubuque,Iowa
Antonia,Oats,2016,June,0.661386,90.22666667,91.10666667,90.22666667,2016-06,Monroe,Iowa
Logan,Broilers,2015,September,19.069963,18.82666667,22.89333333,20.76,2015-09,Sioux,Iowa
Dodge,Broilers,2016,June,5.732012,20.50666667,20.92,20.77333333,2016-06,Dubuque,Iowa
Albia,Chicken Eggs,2015,June,0.220462,15.68,15.68,15.68,2015-06,Monroe,Iowa
Albia,Chicken Eggs,2016,June,0.110231,18.28,18.28,18.28,2016-06,Monroe,Iowa
Albia,Oats,2016,June,0.220462,93.33333333,93.33333333,93.33333333,2016-06,Monroe,Iowa
Albia,Soybeans,2015,June,0.220462,40,40,40,2015-06,Monroe,Iowa
Albia,Corn,2015,June,24.25082,6.893333333,22.61333333,17.16,2015-06,Monroe,Iowa
Albia,Corn,2016,June,145.835613,1.453333333,11.53333333,5.8,2016-06,Monroe,Iowa
Eden,Broilers,2016,June,11.684486,20.46666667,21.42666667,20.78666667,2016-06,Benton,Iowa
Eddyville,Chicken Eggs,2016,June,0.110231,15.34666667,15.34666667,15.34666667,2016-06,Monroe,Iowa
Cedar Falls,Broilers,2015,September,2.094389,19.88,21.29333333,20.78666667,2015-09,Black Hawk,Iowa
Geneseo,Broilers,2016,May,3.968316,20.13333333,20.8,20.8,2016-05,Tama,Iowa
Moravia,Chicken Eggs,2015,June,4.850164,18.84,19.48,19.10666667,2015-06,Monroe,Iowa
Moravia,Chicken Eggs,2016,June,35.053458,23.56,24.12,23.86666667,2016-06,Monroe,Iowa
Moravia,Oats,2015,June,0.440924,62.66666667,62.66666667,62.66666667,2015-06,Monroe,Iowa
Moravia,Oats,2016,June,0.220462,67.33333333,74,74,2016-06,Monroe,Iowa
Moravia,Soybeans,2015,June,0.110231,32,32,32,2015-06,Monroe,Iowa
Moravia,Soybeans,2016,June,0.110231,42.01333333,42.01333333,42.01333333,2016-06,Monroe,Iowa
Lovilia,Corn,2015,June,3985.071112,15.33333333,29.10666667,23.56,2015-06,Monroe,Iowa
Lovilia,Corn,2016,June,5305.197568,7.56,15.05333333,13.85333333,2016-06,Monroe,Iowa
Melrose,Corn,2016,June,8956.378981,9.226666667,17.08,15.89333333,2016-06,Monroe,Iowa
Jackson,Turkeys,2016,June,24063.4273,20.01333333,63.34666667,63.33333333,2016-06,Monroe,Iowa
Jackson,Dairy Products,2016,June,32535.12057,43.46666667,63.13333333,60.2,2016-06,Monroe,Iowa
Nassua,Hogs,2016,May,542.446751,17.84,22.33333333,20.08,2016-05,Sioux,Iowa
